device_id,temperature,humidity,timestamp
DEV036,36.0,79.13,2026-06-06T23:16:57.597388
DEV020,37.07,85.64,2026-06-06T23:16:58.597394
DEV018,19.46,54.35,2026-06-06T23:16:59.597400
DEV046,22.61,89.75,2026-06-06T23:17:00.597405
DEV036,35.55,60.68,2026-06-06T23:17:01.597412
DEV020,33.35,82.34,2026-06-06T23:17:02.597418
DEV027,26.97,62.98,2026-06-06T23:17:03.597423
DEV020,33.74,65.67,2026-06-06T23:17:04.597429
DEV021,39.74,64.69,2026-06-06T23:17:05.597435
DEV004,20.13,62.79,2026-06-06T23:17:06.597441
DEV011,21.71,77.3,2026-06-06T23:17:07.597447
DEV014,15.17,72.69,2026-06-06T23:17:08.597453
DEV024,31.21,33.03,2026-06-06T23:17:09.597459
DEV014,24.37,37.27,2026-06-06T23:17:10.597465
DEV012,31.7,79.35,2026-06-06T23:17:11.597471
DEV002,21.57,80.02,2026-06-06T23:17:12.597477
DEV036,35.09,34.39,2026-06-06T23:17:13.597483
DEV029,15.16,89.64,2026-06-06T23:17:14.597489
DEV032,16.18,61.18,2026-06-06T23:17:15.597495
DEV002,36.98,54.06,2026-06-06T23:17:16.597501
DEV011,37.81,44.05,2026-06-06T23:17:17.597507
DEV024,25.71,86.59,2026-06-06T23:17:18.597513
DEV009,33.88,54.01,2026-06-06T23:17:19.597519
DEV012,27.98,52.85,2026-06-06T23:17:20.597525
DEV004,32.73,52.57,2026-06-06T23:17:21.597531
DEV044,22.24,72.78,2026-06-06T23:17:22.597537
DEV047,39.73,58.05,2026-06-06T23:17:23.597543
DEV005,20.49,69.8,2026-06-06T23:17:24.597549
DEV038,23.94,56.13,2026-06-06T23:17:25.597555
DEV013,39.17,49.33,2026-06-06T23:17:26.597561
DEV018,33.22,63.92,2026-06-06T23:17:27.597567
DEV049,15.04,39.2,2026-06-06T23:17:28.597573
DEV001,29.43,47.72,2026-06-06T23:17:29.597579
DEV035,35.42,50.26,2026-06-06T23:17:30.597585
DEV030,38.15,76.6,2026-06-06T23:17:31.597591
DEV018,28.96,35.28,2026-06-06T23:17:32.597596
DEV011,26.46,41.14,2026-06-06T23:17:33.597601
DEV011,19.89,38.15,2026-06-06T23:17:34.597607
DEV032,20.98,64.73,2026-06-06T23:17:35.597613
DEV027,20.37,58.23,2026-06-06T23:17:36.597619
DEV007,16.59,41.15,2026-06-06T23:17:37.597624
DEV022,17.55,62.64,2026-06-06T23:17:38.597630
DEV030,27.94,86.52,2026-06-06T23:17:39.597636
DEV008,27.04,74.67,2026-06-06T23:17:40.597642
DEV044,22.01,60.0,2026-06-06T23:17:41.597648
DEV016,20.06,67.14,2026-06-06T23:17:42.597654
DEV050,15.08,71.88,2026-06-06T23:17:43.597660
DEV025,24.38,61.57,2026-06-06T23:17:44.597666
DEV045,19.27,43.37,2026-06-06T23:17:45.597698
DEV019,15.55,73.03,2026-06-06T23:17:46.597705
DEV009,32.02,40.49,2026-06-06T23:17:47.597712
DEV038,24.42,88.8,2026-06-06T23:17:48.597718
DEV004,23.48,34.7,2026-06-06T23:17:49.597735
DEV048,27.85,67.14,2026-06-06T23:17:50.597742
DEV026,34.82,61.91,2026-06-06T23:17:51.597748
DEV021,29.51,66.11,2026-06-06T23:17:52.597753
DEV023,37.79,47.71,2026-06-06T23:17:53.597759
DEV017,22.32,55.33,2026-06-06T23:17:54.597764
DEV032,26.23,45.81,2026-06-06T23:17:55.597770
DEV005,23.18,33.28,2026-06-06T23:17:56.597776
DEV038,34.37,84.44,2026-06-06T23:17:57.597783
DEV039,22.77,62.09,2026-06-06T23:17:58.597789
DEV043,25.93,59.43,2026-06-06T23:17:59.597795
DEV037,21.28,81.94,2026-06-06T23:18:00.597801
DEV020,23.09,74.06,2026-06-06T23:18:01.597807
DEV036,36.64,73.47,2026-06-06T23:18:02.597813
DEV020,27.02,82.51,2026-06-06T23:18:03.597819
DEV003,17.83,56.87,2026-06-06T23:18:04.597825
DEV034,28.03,78.6,2026-06-06T23:18:05.597832
DEV045,24.13,48.62,2026-06-06T23:18:06.597838
DEV003,17.09,39.7,2026-06-06T23:18:07.597843
DEV037,25.07,52.25,2026-06-06T23:18:08.597849
DEV017,32.08,72.26,2026-06-06T23:18:09.597855
DEV005,17.58,53.27,2026-06-06T23:18:10.597861
DEV031,24.42,78.39,2026-06-06T23:18:11.597867
DEV050,21.25,75.45,2026-06-06T23:18:12.597873
DEV015,22.71,41.35,2026-06-06T23:18:13.597878
DEV027,23.31,52.47,2026-06-06T23:18:14.597884
DEV024,29.06,71.06,2026-06-06T23:18:15.597890
DEV007,32.85,78.7,2026-06-06T23:18:16.597896
DEV046,20.14,67.48,2026-06-06T23:18:17.597902
DEV027,34.35,59.44,2026-06-06T23:18:18.597908
DEV023,22.05,57.8,2026-06-06T23:18:19.597914
DEV038,23.64,48.6,2026-06-06T23:18:20.597920
DEV016,22.53,85.96,2026-06-06T23:18:21.597927
DEV007,21.11,75.39,2026-06-06T23:18:22.597933
DEV003,29.01,87.87,2026-06-06T23:18:23.597939
DEV026,28.64,88.74,2026-06-06T23:18:24.597945
DEV036,39.6,72.8,2026-06-06T23:18:25.597950
DEV010,35.47,36.65,2026-06-06T23:18:26.597956
DEV024,37.96,58.06,2026-06-06T23:18:27.597962
DEV028,21.3,49.35,2026-06-06T23:18:28.597968
DEV041,39.59,43.67,2026-06-06T23:18:29.597974
DEV033,36.18,60.62,2026-06-06T23:18:30.597980
DEV011,20.39,46.99,2026-06-06T23:18:31.597985
DEV014,27.74,50.36,2026-06-06T23:18:32.597991
DEV032,38.62,54.08,2026-06-06T23:18:33.597998
DEV003,30.14,85.99,2026-06-06T23:18:34.598004
DEV041,24.95,46.32,2026-06-06T23:18:35.598010
DEV024,38.36,83.14,2026-06-06T23:18:36.598016
DEV044,32.2,65.26,2026-06-06T23:18:37.598022
DEV048,31.36,69.83,2026-06-06T23:18:38.598028
DEV033,31.08,83.54,2026-06-06T23:18:39.598035
DEV017,32.61,57.55,2026-06-06T23:18:40.598041
DEV024,22.97,35.16,2026-06-06T23:18:41.598047
DEV003,30.15,38.21,2026-06-06T23:18:42.598053
DEV045,39.24,87.09,2026-06-06T23:18:43.598059
DEV048,32.5,41.33,2026-06-06T23:18:44.598065
DEV015,36.22,75.71,2026-06-06T23:18:45.598071
DEV005,38.89,66.02,2026-06-06T23:18:46.598077
DEV011,20.06,36.75,2026-06-06T23:18:47.598083
DEV040,32.83,74.24,2026-06-06T23:18:48.598089
DEV049,37.02,66.97,2026-06-06T23:18:49.598095
DEV040,23.59,71.85,2026-06-06T23:18:50.598101
DEV002,19.59,63.67,2026-06-06T23:18:51.598108
DEV012,32.36,33.42,2026-06-06T23:18:52.598114
DEV003,23.16,76.66,2026-06-06T23:18:53.598120
DEV042,28.42,56.76,2026-06-06T23:18:54.598126
DEV019,37.37,41.54,2026-06-06T23:18:55.598133
DEV023,26.93,74.55,2026-06-06T23:18:56.598139
DEV041,37.74,35.59,2026-06-06T23:18:57.598145
DEV040,20.97,82.56,2026-06-06T23:18:58.598151
DEV008,22.9,47.38,2026-06-06T23:18:59.598158
DEV014,26.26,42.53,2026-06-06T23:19:00.598164
DEV043,21.47,56.13,2026-06-06T23:19:01.598171
DEV004,27.61,68.5,2026-06-06T23:19:02.598176
DEV020,21.39,37.02,2026-06-06T23:19:03.598182
DEV014,25.66,51.34,2026-06-06T23:19:04.598188
DEV038,22.97,80.29,2026-06-06T23:19:05.598194
DEV026,21.86,60.53,2026-06-06T23:19:06.598199
DEV021,21.32,76.92,2026-06-06T23:19:07.598204
DEV043,26.79,46.42,2026-06-06T23:19:08.598209
DEV012,17.35,41.05,2026-06-06T23:19:09.598214
DEV031,35.38,61.43,2026-06-06T23:19:10.598220
DEV028,39.66,32.47,2026-06-06T23:19:11.598226
DEV035,25.65,82.19,2026-06-06T23:19:12.598232
DEV007,25.76,69.42,2026-06-06T23:19:13.598238
DEV009,34.15,61.91,2026-06-06T23:19:14.598243
DEV030,35.73,51.64,2026-06-06T23:19:15.598249
DEV034,22.56,48.73,2026-06-06T23:19:16.598255
DEV039,29.68,58.4,2026-06-06T23:19:17.598261
DEV035,18.73,46.97,2026-06-06T23:19:18.598267
DEV010,32.64,40.7,2026-06-06T23:19:19.598272
DEV018,21.52,86.13,2026-06-06T23:19:20.598278
DEV033,33.01,38.45,2026-06-06T23:19:21.598284
DEV015,17.89,78.13,2026-06-06T23:19:22.598290
DEV007,20.0,73.15,2026-06-06T23:19:23.598296
DEV050,23.66,55.97,2026-06-06T23:19:24.598302
DEV045,35.02,64.64,2026-06-06T23:19:25.598308
DEV032,15.49,35.69,2026-06-06T23:19:26.598314
DEV042,21.36,83.55,2026-06-06T23:19:27.598320
DEV029,23.14,55.27,2026-06-06T23:19:28.598326
DEV005,24.95,85.83,2026-06-06T23:19:29.598332
DEV025,35.11,66.07,2026-06-06T23:19:30.598338
DEV012,31.12,71.43,2026-06-06T23:19:31.598344
DEV040,37.37,72.69,2026-06-06T23:19:32.598349
DEV013,39.75,71.47,2026-06-06T23:19:33.598354
DEV034,31.36,35.99,2026-06-06T23:19:34.598359
DEV005,21.36,60.99,2026-06-06T23:19:35.598365
DEV025,22.76,62.63,2026-06-06T23:19:36.598370
DEV019,36.73,42.26,2026-06-06T23:19:37.598376
DEV049,24.96,36.7,2026-06-06T23:19:38.598381
DEV030,30.62,75.08,2026-06-06T23:19:39.598386
DEV039,39.7,61.5,2026-06-06T23:19:40.598391
DEV041,30.05,79.49,2026-06-06T23:19:41.598397
DEV047,24.14,38.28,2026-06-06T23:19:42.598402
DEV050,15.11,73.29,2026-06-06T23:19:43.598407
DEV049,31.57,63.2,2026-06-06T23:19:44.598413
DEV045,36.25,57.82,2026-06-06T23:19:45.598418
DEV006,22.64,69.19,2026-06-06T23:19:46.598425
DEV046,23.01,50.95,2026-06-06T23:19:47.598431
DEV033,36.96,42.98,2026-06-06T23:19:48.598438
DEV005,27.28,40.24,2026-06-06T23:19:49.598444
DEV016,35.37,64.92,2026-06-06T23:19:50.598450
DEV007,18.93,38.17,2026-06-06T23:19:51.598457
DEV033,36.45,44.22,2026-06-06T23:19:52.598463
DEV032,39.53,31.91,2026-06-06T23:19:53.598470
DEV050,15.49,84.92,2026-06-06T23:19:54.598476
DEV043,25.06,31.38,2026-06-06T23:19:55.598482
DEV015,28.31,41.06,2026-06-06T23:19:56.598489
DEV050,22.44,78.95,2026-06-06T23:19:57.598495
DEV019,28.72,38.14,2026-06-06T23:19:58.598501
DEV029,33.82,82.78,2026-06-06T23:19:59.598507
DEV005,39.84,87.67,2026-06-06T23:20:00.598513
DEV007,27.9,44.0,2026-06-06T23:20:01.598519
DEV036,30.09,54.62,2026-06-06T23:20:02.598526
DEV022,35.68,59.53,2026-06-06T23:20:03.598576
DEV007,18.43,58.17,2026-06-06T23:20:04.598583
DEV008,23.29,66.79,2026-06-06T23:20:05.598589
DEV043,35.56,83.15,2026-06-06T23:20:06.598596
DEV014,28.05,41.09,2026-06-06T23:20:07.598602
DEV035,27.34,57.31,2026-06-06T23:20:08.598609
DEV017,32.86,86.94,2026-06-06T23:20:09.598615
DEV009,22.3,84.87,2026-06-06T23:20:10.598622
DEV050,35.07,35.82,2026-06-06T23:20:11.598628
DEV003,36.62,57.01,2026-06-06T23:20:12.598635
DEV024,21.85,48.63,2026-06-06T23:20:13.598641
DEV018,38.05,81.88,2026-06-06T23:20:14.598647
DEV036,25.53,81.66,2026-06-06T23:20:15.598653
DEV040,33.04,57.26,2026-06-06T23:20:16.598723
DEV024,19.28,79.79,2026-06-06T23:20:17.598743
DEV038,37.56,36.31,2026-06-06T23:20:18.598749
DEV015,15.4,69.41,2026-06-06T23:20:19.598754
DEV042,33.89,59.68,2026-06-06T23:20:20.598759
DEV026,25.64,74.81,2026-06-06T23:20:21.598764
DEV018,26.53,67.0,2026-06-06T23:20:22.598770
DEV010,15.92,82.78,2026-06-06T23:20:23.598776
DEV046,19.43,35.18,2026-06-06T23:20:24.598782
DEV010,21.94,73.53,2026-06-06T23:20:25.598788
DEV005,20.95,42.85,2026-06-06T23:20:26.598794
DEV039,31.88,72.06,2026-06-06T23:20:27.598801
DEV024,39.6,40.57,2026-06-06T23:20:28.598807
DEV036,33.07,88.23,2026-06-06T23:20:29.598813
DEV030,26.96,55.72,2026-06-06T23:20:30.598819
DEV030,25.34,61.92,2026-06-06T23:20:31.598825
DEV047,27.72,60.33,2026-06-06T23:20:32.598832
DEV024,39.22,62.42,2026-06-06T23:20:33.598838
DEV033,38.5,72.73,2026-06-06T23:20:34.598844
DEV012,24.83,47.77,2026-06-06T23:20:35.598850
DEV027,38.46,46.64,2026-06-06T23:20:36.598856
DEV044,29.34,73.98,2026-06-06T23:20:37.598862
DEV012,31.17,66.47,2026-06-06T23:20:38.598869
DEV008,28.13,58.59,2026-06-06T23:20:39.598892
DEV042,16.63,75.14,2026-06-06T23:20:40.598899
DEV039,38.84,41.73,2026-06-06T23:20:41.598905
DEV017,16.57,57.12,2026-06-06T23:20:42.598912
DEV029,32.68,54.94,2026-06-06T23:20:43.598918
DEV044,38.0,32.66,2026-06-06T23:20:44.598924
DEV023,20.99,30.7,2026-06-06T23:20:45.598931
DEV041,19.3,38.97,2026-06-06T23:20:46.598937
DEV029,29.97,45.22,2026-06-06T23:20:47.598943
DEV012,17.68,86.36,2026-06-06T23:20:48.598950
DEV045,21.71,72.75,2026-06-06T23:20:49.598956
DEV046,28.74,82.44,2026-06-06T23:20:50.598962
DEV022,31.02,59.12,2026-06-06T23:20:51.598969
DEV026,23.63,37.71,2026-06-06T23:20:52.598976
DEV039,36.69,48.17,2026-06-06T23:20:53.598982
DEV035,24.24,50.55,2026-06-06T23:20:54.598988
DEV014,33.11,34.14,2026-06-06T23:20:55.598995
DEV037,29.64,81.37,2026-06-06T23:20:56.599001
DEV003,35.09,30.31,2026-06-06T23:20:57.599007
DEV007,24.73,68.2,2026-06-06T23:20:58.599014
DEV020,28.17,88.42,2026-06-06T23:20:59.599020
DEV028,34.21,47.67,2026-06-06T23:21:00.599027
DEV040,17.74,74.9,2026-06-06T23:21:01.599033
DEV038,24.87,85.48,2026-06-06T23:21:02.599056
DEV042,36.24,48.93,2026-06-06T23:21:03.599063
DEV003,26.52,59.11,2026-06-06T23:21:04.599070
DEV040,22.4,35.19,2026-06-06T23:21:05.599077
DEV028,19.27,34.01,2026-06-06T23:21:06.599119
DEV042,37.41,81.73,2026-06-06T23:21:07.599128
DEV029,27.0,50.15,2026-06-06T23:21:08.599135
DEV043,15.44,56.89,2026-06-06T23:21:09.599141
DEV011,29.12,78.46,2026-06-06T23:21:10.599148
DEV042,39.34,58.97,2026-06-06T23:21:11.599154
DEV042,27.84,42.9,2026-06-06T23:21:12.599161
DEV015,20.44,45.96,2026-06-06T23:21:13.599167
DEV044,17.87,64.73,2026-06-06T23:21:14.599174
DEV017,33.85,76.31,2026-06-06T23:21:15.599182
DEV048,29.36,69.62,2026-06-06T23:21:16.599188
DEV005,34.02,49.1,2026-06-06T23:21:17.599196
DEV010,34.03,39.9,2026-06-06T23:21:18.599203
DEV009,36.17,75.47,2026-06-06T23:21:19.599209
DEV029,37.57,30.82,2026-06-06T23:21:20.599216
DEV017,32.89,40.64,2026-06-06T23:21:21.599222
DEV034,15.13,44.98,2026-06-06T23:21:22.599229
DEV018,20.59,48.17,2026-06-06T23:21:23.599235
DEV029,21.96,70.74,2026-06-06T23:21:24.599241
DEV049,32.44,32.16,2026-06-06T23:21:25.599264
DEV009,26.37,89.7,2026-06-06T23:21:26.599270
DEV041,38.63,34.9,2026-06-06T23:21:27.599277
DEV025,34.21,64.57,2026-06-06T23:21:28.599283
DEV032,38.77,87.61,2026-06-06T23:21:29.599290
DEV047,31.49,55.72,2026-06-06T23:21:30.599296
DEV012,18.4,33.89,2026-06-06T23:21:31.599302
DEV009,24.71,76.47,2026-06-06T23:21:32.599308
DEV022,35.7,86.14,2026-06-06T23:21:33.599317
DEV020,25.73,67.24,2026-06-06T23:21:34.599324
DEV047,31.25,45.12,2026-06-06T23:21:35.599343
DEV005,26.44,45.7,2026-06-06T23:21:36.599350
DEV005,17.12,84.73,2026-06-06T23:21:37.599356
DEV006,32.22,37.39,2026-06-06T23:21:38.599362
DEV032,33.27,38.02,2026-06-06T23:21:39.599367
DEV026,25.41,64.41,2026-06-06T23:21:40.599373
DEV035,24.53,42.25,2026-06-06T23:21:41.599378
DEV004,15.57,82.16,2026-06-06T23:21:42.599383
DEV017,16.69,85.62,2026-06-06T23:21:43.599388
DEV041,33.87,38.83,2026-06-06T23:21:44.599393
DEV034,25.36,64.88,2026-06-06T23:21:45.599399
DEV011,21.95,69.75,2026-06-06T23:21:46.599404
DEV008,17.49,83.6,2026-06-06T23:21:47.599409
DEV019,28.73,35.74,2026-06-06T23:21:48.599427
DEV045,15.3,84.99,2026-06-06T23:21:49.599432
DEV042,25.13,56.71,2026-06-06T23:21:50.599437
DEV016,23.63,55.55,2026-06-06T23:21:51.599442
DEV009,32.75,37.76,2026-06-06T23:21:52.599447
DEV008,27.67,46.93,2026-06-06T23:21:53.599452
DEV046,36.7,42.4,2026-06-06T23:21:54.599457
DEV023,27.18,51.89,2026-06-06T23:21:55.599462
DEV016,18.96,60.48,2026-06-06T23:21:56.599525
DEV009,29.82,69.87,2026-06-06T23:21:57.599533
DEV025,36.21,87.57,2026-06-06T23:21:58.599540
DEV020,21.54,49.85,2026-06-06T23:21:59.599545
DEV029,17.64,88.32,2026-06-06T23:22:00.599551
DEV039,36.27,53.58,2026-06-06T23:22:01.599557
DEV043,36.83,54.62,2026-06-06T23:22:02.599563
DEV002,39.83,58.69,2026-06-06T23:22:03.599569
DEV005,34.52,51.47,2026-06-06T23:22:04.599575
DEV043,16.29,64.23,2026-06-06T23:22:05.599582
DEV033,17.62,56.9,2026-06-06T23:22:06.599588
DEV036,39.9,36.67,2026-06-06T23:22:07.599594
DEV005,34.6,42.25,2026-06-06T23:22:08.599601
DEV033,18.1,75.03,2026-06-06T23:22:09.599622
DEV031,17.24,83.72,2026-06-06T23:22:10.599628
DEV024,26.68,42.44,2026-06-06T23:22:11.599646
DEV001,29.75,45.67,2026-06-06T23:22:12.599653
DEV033,39.73,78.68,2026-06-06T23:22:13.599659
DEV004,29.42,73.29,2026-06-06T23:22:14.599665
DEV030,17.79,72.33,2026-06-06T23:22:15.599671
DEV038,35.7,61.53,2026-06-06T23:22:16.599697
DEV006,23.17,84.74,2026-06-06T23:22:17.599703
DEV025,28.73,67.21,2026-06-06T23:22:18.599709
DEV022,21.69,40.4,2026-06-06T23:22:19.599715
DEV026,22.15,31.22,2026-06-06T23:22:20.599721
DEV049,34.65,72.43,2026-06-06T23:22:21.599738
DEV021,20.1,57.54,2026-06-06T23:22:22.599744
DEV010,15.77,68.14,2026-06-06T23:22:23.599749
DEV028,37.26,49.56,2026-06-06T23:22:24.599755
DEV008,38.66,43.31,2026-06-06T23:22:25.599761
DEV049,27.42,79.37,2026-06-06T23:22:26.599766
DEV028,32.36,49.23,2026-06-06T23:22:27.599772
DEV010,28.45,52.11,2026-06-06T23:22:28.599778
DEV014,15.26,84.74,2026-06-06T23:22:29.599783
DEV033,38.05,34.38,2026-06-06T23:22:30.599789
DEV048,35.28,54.64,2026-06-06T23:22:31.599794
DEV033,38.99,84.46,2026-06-06T23:22:32.599800
DEV041,32.68,66.22,2026-06-06T23:22:33.599805
DEV030,39.01,32.08,2026-06-06T23:22:34.599830
DEV012,39.84,88.48,2026-06-06T23:22:35.599837
DEV037,26.06,68.42,2026-06-06T23:22:36.599842
DEV029,33.72,35.64,2026-06-06T23:22:37.599848
DEV041,23.63,39.61,2026-06-06T23:22:38.599911
DEV020,18.07,40.97,2026-06-06T23:22:39.599920
DEV031,30.44,69.01,2026-06-06T23:22:40.599926
DEV045,17.56,55.87,2026-06-06T23:22:41.599932
DEV041,35.75,85.02,2026-06-06T23:22:42.599937
DEV020,30.45,78.27,2026-06-06T23:22:43.599943
DEV010,24.37,60.49,2026-06-06T23:22:44.599949
DEV026,26.09,73.1,2026-06-06T23:22:45.599954
DEV025,23.51,36.65,2026-06-06T23:22:46.599977
DEV036,24.53,85.71,2026-06-06T23:22:47.599984
DEV032,18.33,43.93,2026-06-06T23:22:48.599990
DEV031,25.99,71.96,2026-06-06T23:22:49.599995
DEV036,30.78,80.23,2026-06-06T23:22:50.600001
DEV028,35.38,80.16,2026-06-06T23:22:51.600007
DEV005,20.89,51.29,2026-06-06T23:22:52.600012
DEV004,36.04,56.25,2026-06-06T23:22:53.600018
DEV004,32.16,76.72,2026-06-06T23:22:54.600023
DEV010,16.82,77.66,2026-06-06T23:22:55.600028
DEV025,28.24,54.58,2026-06-06T23:22:56.600034
DEV021,16.46,63.66,2026-06-06T23:22:57.600055
DEV013,31.26,71.17,2026-06-06T23:22:58.600060
DEV023,34.05,88.57,2026-06-06T23:22:59.600066
DEV021,17.62,62.7,2026-06-06T23:23:00.600072
DEV031,28.5,70.28,2026-06-06T23:23:01.600077
DEV043,37.64,51.99,2026-06-06T23:23:02.600083
DEV035,38.12,42.02,2026-06-06T23:23:03.600089
DEV026,36.31,52.01,2026-06-06T23:23:04.600094
DEV050,29.96,79.0,2026-06-06T23:23:05.600100
DEV027,16.88,74.25,2026-06-06T23:23:06.600106
DEV049,26.67,41.7,2026-06-06T23:23:07.600112
DEV021,26.57,41.57,2026-06-06T23:23:08.600118
DEV005,28.45,48.11,2026-06-06T23:23:09.600123
DEV001,36.12,56.44,2026-06-06T23:23:10.600129
DEV039,26.7,33.99,2026-06-06T23:23:11.600135
DEV020,36.69,75.36,2026-06-06T23:23:12.600160
DEV036,21.49,89.54,2026-06-06T23:23:13.600166
DEV006,18.25,55.22,2026-06-06T23:23:14.600172
DEV020,27.46,32.52,2026-06-06T23:23:15.600177
DEV030,31.67,76.16,2026-06-06T23:23:16.600183
DEV038,15.73,39.96,2026-06-06T23:23:17.600188
DEV017,26.65,73.99,2026-06-06T23:23:18.600194
DEV010,21.15,77.04,2026-06-06T23:23:19.600200
DEV028,25.94,64.32,2026-06-06T23:23:20.600220
DEV012,37.02,86.85,2026-06-06T23:23:21.600226
DEV006,28.05,76.45,2026-06-06T23:23:22.600232
DEV028,28.13,88.14,2026-06-06T23:23:23.600237
DEV033,22.52,41.12,2026-06-06T23:23:24.600243
DEV014,33.35,53.76,2026-06-06T23:23:25.600249
DEV004,31.07,76.14,2026-06-06T23:23:26.600254
DEV016,21.29,71.94,2026-06-06T23:23:27.600260
DEV031,16.69,63.12,2026-06-06T23:23:28.600266
DEV025,39.24,58.5,2026-06-06T23:23:29.600272
DEV046,18.18,37.57,2026-06-06T23:23:30.600278
DEV038,31.44,34.6,2026-06-06T23:23:31.600283
DEV039,15.74,87.88,2026-06-06T23:23:32.600289
DEV007,33.37,74.61,2026-06-06T23:23:33.600294
DEV045,33.5,59.17,2026-06-06T23:23:34.600300
DEV025,23.27,64.32,2026-06-06T23:23:35.600306
DEV023,20.86,64.9,2026-06-06T23:23:36.600330
DEV034,32.65,75.28,2026-06-06T23:23:37.600337
DEV030,23.42,87.52,2026-06-06T23:23:38.600343
DEV003,22.54,77.68,2026-06-06T23:23:39.600349
DEV046,34.9,39.99,2026-06-06T23:23:40.600356
DEV032,28.4,79.15,2026-06-06T23:23:41.600376
DEV012,24.9,49.42,2026-06-06T23:23:42.600382
DEV045,27.37,84.0,2026-06-06T23:23:43.600404
DEV025,38.82,31.98,2026-06-06T23:23:44.600410
DEV009,17.35,56.45,2026-06-06T23:23:45.600416
DEV047,33.26,44.54,2026-06-06T23:23:46.600421
DEV003,34.93,87.79,2026-06-06T23:23:47.600427
DEV039,39.24,57.5,2026-06-06T23:23:48.600433
DEV007,24.34,54.39,2026-06-06T23:23:49.600439
DEV021,16.91,45.49,2026-06-06T23:23:50.600445
DEV043,30.73,46.66,2026-06-06T23:23:51.600451
DEV024,25.58,37.96,2026-06-06T23:23:52.600457
DEV013,38.1,80.77,2026-06-06T23:23:53.600462
DEV007,35.74,83.37,2026-06-06T23:23:54.600467
DEV008,37.86,72.81,2026-06-06T23:23:55.600473
DEV023,19.37,37.62,2026-06-06T23:23:56.600479
DEV014,30.42,76.22,2026-06-06T23:23:57.600485
DEV023,38.39,44.54,2026-06-06T23:23:58.600491
DEV001,16.48,39.38,2026-06-06T23:23:59.600497
DEV007,17.01,62.16,2026-06-06T23:24:00.600503
DEV013,37.79,82.26,2026-06-06T23:24:01.600510
DEV038,37.23,58.66,2026-06-06T23:24:02.600516
DEV006,16.34,47.19,2026-06-06T23:24:03.600522
DEV007,16.65,87.87,2026-06-06T23:24:04.600528
DEV038,26.82,78.0,2026-06-06T23:24:05.600533
DEV046,18.29,55.54,2026-06-06T23:24:06.600560
DEV027,37.86,61.57,2026-06-06T23:24:07.600566
DEV029,28.03,57.8,2026-06-06T23:24:08.600572
DEV046,32.69,61.77,2026-06-06T23:24:09.600578
DEV032,34.14,70.92,2026-06-06T23:24:10.600583
DEV006,21.89,58.29,2026-06-06T23:24:11.600589
DEV007,26.92,84.46,2026-06-06T23:24:12.600595
DEV007,39.18,81.07,2026-06-06T23:24:13.600600
DEV050,28.05,83.43,2026-06-06T23:24:14.600606
DEV028,17.45,60.68,2026-06-06T23:24:15.600629
DEV050,17.29,64.13,2026-06-06T23:24:16.600635
DEV039,37.94,82.14,2026-06-06T23:24:17.600640
DEV014,34.89,61.02,2026-06-06T23:24:18.600646
DEV018,30.55,62.62,2026-06-06T23:24:19.600652
DEV048,28.45,47.69,2026-06-06T23:24:20.600658
DEV020,26.02,59.8,2026-06-06T23:24:21.600664
DEV036,20.31,81.88,2026-06-06T23:24:22.600670
DEV045,15.98,39.03,2026-06-06T23:24:23.600701
DEV045,38.45,38.67,2026-06-06T23:24:24.600707
DEV022,26.0,67.38,2026-06-06T23:24:25.600713
DEV029,19.17,75.94,2026-06-06T23:24:26.600747
DEV040,34.48,87.52,2026-06-06T23:24:27.600754
DEV027,18.67,38.39,2026-06-06T23:24:28.600761
DEV030,27.9,45.3,2026-06-06T23:24:29.600779
DEV030,31.03,83.99,2026-06-06T23:24:30.600785
DEV034,33.13,75.37,2026-06-06T23:24:31.600791
DEV027,39.11,74.33,2026-06-06T23:24:32.600797
DEV033,27.56,66.33,2026-06-06T23:24:33.600803
DEV013,28.97,46.76,2026-06-06T23:24:34.600809
DEV034,39.45,40.47,2026-06-06T23:24:35.600814
DEV020,29.21,43.41,2026-06-06T23:24:36.600820
DEV001,28.02,74.67,2026-06-06T23:24:37.600826
DEV031,24.68,87.76,2026-06-06T23:24:38.600832
DEV050,25.33,85.38,2026-06-06T23:24:39.600838
DEV029,35.21,80.18,2026-06-06T23:24:40.600843
DEV025,19.55,39.42,2026-06-06T23:24:41.600849
DEV025,28.13,31.42,2026-06-06T23:24:42.600855
DEV049,38.65,35.82,2026-06-06T23:24:43.600861
DEV027,29.0,71.09,2026-06-06T23:24:44.600886
DEV029,21.54,54.74,2026-06-06T23:24:45.600892
DEV001,37.22,51.4,2026-06-06T23:24:46.600899
DEV035,38.08,44.69,2026-06-06T23:24:47.600906
DEV001,32.63,76.76,2026-06-06T23:24:48.600912
DEV010,36.4,72.86,2026-06-06T23:24:49.600917
DEV008,27.92,39.9,2026-06-06T23:24:50.600923
DEV002,26.22,64.85,2026-06-06T23:24:51.600930
DEV037,15.11,67.41,2026-06-06T23:24:52.600953
DEV012,21.31,50.82,2026-06-06T23:24:53.600960
DEV033,15.75,57.67,2026-06-06T23:24:54.600966
DEV041,17.67,30.35,2026-06-06T23:24:55.600972
DEV023,23.61,33.51,2026-06-06T23:24:56.600978
DEV025,24.19,75.98,2026-06-06T23:24:57.600983
DEV028,15.65,41.97,2026-06-06T23:24:58.600989
